PuzzleId,FEN,Moves,Rating,Themes
09HXJ,8/4k1p1/1p6/p1p2PP1/P2p2K1/1P3R2/8/4r3 b - - 7 38,e1e3 f3e3 d4e3 g4f3 b6b5 a4b5,2498,rookEndgame
0PCso,r6k/2q1p2p/p1p5/2p5/2PNnb1Q/7P/PBP5/6RK b - - 0 28,c5d4 b2d4 f4e5 h4f4 e5d4 f4c7,2498,pin
04yi1,R7/7k/5K2/4P3/6r1/7p/8/8 w - - 0 51,a8a3 g4g6 f6f7 h3h2 a3h3 g6h6 h3h2 h6h2 e5e6 h2f2,2499,advancedPawn rookEndgame
06BFo,r7/4k3/p3p3/1p2K3/1P3P2/P2R4/8/8 b - - 4 39,a6a5 d3h3 a8a6 h3h7,2499,rookEndgame
0HWsC,5rk1/6pp/1pp5/3pb3/4n3/1PN2Q2/P5PP/R6K w - - 4 22,f3e3 e4f2 h1g1 e5h2 g1h2 f2g4 h2g3 g4e3,2499,attraction fork
0NTHi,8/8/p2k4/1p2p3/2P1K1p1/P4P2/8/8 w - - 0 39,c4b5 g4f3 e4f3 a6b5 f3e4 d6e6,2499,pawnEndgame
7AHSr,6k1/2p3p1/5q1p/3Pn3/PP1KBp2/2N2P2/1B3Q2/8 w - - 5 40,f2g2 f6b6 d4e5 b6f6,2499,mateIn2
1akb6,4kr2/p6Q/2n1q2p/3p3P/4N2B/3nP3/Pr3PP1/3R1K1R w - - 0 24,d1d3 b2b1 f1e2 b1h1 h7g6 e6g6,2500,skewer
D65dt,r1b4k/pp2b1pB/1q2p3/3pn2Q/1P1P4/P4r2/1B3P1P/R3K2R b KQ - 1 19,e7g5 h7f5 g5h6 h5e8,2500,mateIn2
4YRBL,r1bq1rk1/ppp3p1/1bn4B/4pp1Q/4N3/3P2NP/PPP2PP1/R4RK1 w - - 0 15,e4g5 d8f6 g5h7 f6h6 h5h6 g7h6,2501,trappedPiece
0DoNL,5k2/1R6/7p/4KP1P/8/8/8/7r b - - 0 53,h1h5 e5e6 h5h1 b7b8 f8g7 f5f6 g7g6 b8g8,2502,exposedKing rookEndgame
0Vs1H,r1bq1rk1/4ppb1/3p3p/p1nP2P1/2P5/2NB1NP1/6P1/2RQ1RK1 b - - 0 19,h6g5 f3g5 f7f5 d1h5 f8f6 h5h7 g8f8 d3f5,2502,kingsideAttack
0ien1,4r1k1/p1p2pp1/2nq3p/4p3/2RP1r2/P1B1R1QP/5PP1/6K1 b - - 2 29,c6d4 g3f4 e5f4 e3e8 g8h7 c3d4,2502,kingsideAttack
AZkjs,5r2/ppb3k1/6p1/3pq3/2p3Q1/2P1P2R/PP1B2PP/6K1 w - - 0 30,e3e4 e5h2 h3h2 c7b6 d2e3 b6e3 g1h1 f8f1,2503,backRankMate
1RQmf,6k1/pp1b3p/4p1p1/2r4P/3q4/1B6/PP3PP1/3Q2KR b - - 2 25,d4b2 d1d7 b2a1 b3d1,2505,hangingPiece
3yavQ,r2qk2r/ppp2ppp/2b1pn2/4n3/1Q6/P1N1B2P/1P3PP1/R3KBNR w KQkq - 2 13,e3d4 a7a5 b4c5 f6d7 c5e5 d7e5,2505,trappedPiece
135Vd,8/7r/1r4k1/pB1R2p1/P1Pp1pP1/1P1PpK2/7P/4R3 w - - 4 39,e1e2 h7h3 f3e4 f4f3 e2e3 d4e3 e4e3 b6e6,2506,attraction
0eIDy,8/1p6/p1pR2n1/4p1k1/PP2PrB1/N1PPb1KP/3r4/R7 w - - 11 35,a3c4 f4g4 g3f3 g4g3 f3g3 e3f4 g3f3 g6h4,2507,attraction
rT0JM,3R4/6pk/1p2r3/p1b5/8/1P2PQ2/P1q3PP/B5K1 w - - 2 33,f3g4 c2c1 d8d1 c1e3 g1h1 e3e1 d1e1 e6e1,2508,backRankMate
0V22H,6k1/4r1bR/4p3/pB1pP3/1q3P2/1P3p2/PQ6/1K4R1 b - - 0 34,g8h7 b2c2 h7g8 c2c8 g8f7 b5d3,2509,exposedKing
0qWJK,rn1q2k1/pbpp2pp/1p2p1r1/5p2/P1PPn3/2PBPN2/2Q2PPP/R1B2RK1 w - - 1 12,a4a5 e4d2 e3e4 d2f3,2509,kingsideAttack
0B1Wu,2r2rk1/1p3p2/4b1p1/6PR/2p5/1P4Q1/P3PP2/2K2B2 w - - 0 22,h5h6 c4b3 c1b2 c8c2 b2b1 b3a2 b1c2 a2a1q g3c3 e6f5 e2e4 f5e4,2510,advancedPawn discoveredAttack exposedKing promotion
0PFzE,8/R7/4N1p1/5n2/3p2k1/3Kp2p/8/8 w - - 0 52,e6d4 f5d4 d3e3 h3h2,2510,advancedPawn
nwIhg,5rk1/ppb3p1/5r1p/4q3/2p1P1Q1/2P4R/PP1B2PP/R5K1 w - - 1 22,d2h6 e5h2 h3h2 c7b6 h6e3 b6e3 g1h1 f6f1 a1f1 f8f1,2511,backRankMate
06F9M,8/1R6/P5pk/1K1B4/8/8/7p/3r4 w - - 2 55,b5c5 d1d5 c5d5 h2h1q d5c5 g6g5,2512,advancedPawn attraction defensiveMove promotion
0Ecd1,1r1q2k1/n4ppp/4p3/pP2N3/QpP5/3P4/5PPP/1R4K1 w - - 0 29,c4c5 a7b5 e5c6 b5c3 c6d8 c3a4,2512,fork
0QZR9,3r1k2/p5p1/1p1PB2p/2p1p3/2P5/1Pr5/P2R2PP/4K3 b - - 1 35,g7g5 d2f2 f8g7 e1d2 d8d6 e6d5 c3c4 b3c4,2512,trappedPiece
0jmc8,5b2/2p4k/1p4qp/3Pp3/4PnP1/P4P2/2r1N2Q/R4RK1 w - - 2 33,e2f4 f8c5 f1f2 c2f2 f4g6 f2a2,2512,discoveredAttack
0eTPU,r5kr/1b2p1bp/p1qpNp2/8/1p4Q1/8/PPP2PPP/R4RK1 b - - 5 20,g8f7 g4g7 f7e6 f1e1 e6d5 e1e7 a8g8 g7f7 d5c5 e7c7 g8g2 g1f1,2513,deflection
08gpp,8/1p6/p7/2P3k1/4K2p/P6P/8/8 b - - 5 46,a6a5 e4e5 a5a4 e5d6 g5f4 d6c7,2514,pawnEndgame
07QdJ,3r4/3q1p1k/1r1PpQp1/7p/1pB5/1P3RP1/5PP1/6K1 b - - 10 33,h7g8 c4e6 f7e6 f6g6 d7g7 g6e6 g8h8 f3f5 b6d6 f5h5,2515,deflection
0Anwy,4rrk1/1p4p1/1q2pP1p/1bbp1n1P/p1n2BNN/P1PB3R/1P2QPP1/1R2K3 b - - 0 23,f5h4 g4h6 g8h8 f6g7 h8g7 h3g3,2515,advancedPawn attraction kingsideAttack
1XXnu,rn1qkb1r/p2b1ppp/4pn2/1p2N3/2pP1B2/2N1P3/1P3PPP/R2QKB1R b KQkq - 3 9,f8b4 d1f3 f6d5 e5f7 e8f7 f4g5,2515,discoveredAttack
0AaTE,3q2k1/p1r3pp/4p3/2rpQp2/2p5/6RP/P4PP1/1R4K1 b - - 3 32,c4c3 b1b8 d8b8 g3g7 c7g7 e5b8 g8f7 b8a7 f7f6 a7c5,2516,fork pin
0NYvL,4R3/1p4kp/2p2p2/p4q2/6n1/2P5/PP4Q1/5K2 w - - 0 42,f1g1 f5b1 g2f1 b1g6 e8e1 g4e3,2516,discoveredAttack
3yGRE,8/2r5/4p1pk/1p1p1p2/pPrP1R1P/P1P2R2/3K1PP1/8 w - - 0 40,g2g4 g6g5 h4g5 h6g5 g4f5 e6e5 f4h4 g5h4,2516,trappedPiece
DjKe9,8/p2rq3/1p1k1n1Q/3p1P2/4p3/P7/6PP/2R4K b - - 0 37,e4e3 h6f4 e7e5 f4b4,2516,mateIn2
0HU3d,r1bq1rk1/pp3ppp/2n1p3/2b1P3/P7/2PB1N2/5PPP/R1BQ1RK1 w - - 1 13,d3h7 g8h7 f3g5 h7g8 d1c2 g7g6,2517,defensiveMove hangingPiece
1Hiio,6r1/1pQ3bk/8/p7/3p4/6rP/P3q3/1R3R1K b - - 1 39,g3g1 f1g1 e2e4 h1h2 h7h8 b1e1,2517,hangingPiece
1T8Vj,6k1/4p2p/5pP1/3PqN1Q/8/6P1/5P1K/2q5 b - - 1 42,h7h6 f5h6 g8f8 h6f5 f8e8 g6g7,2517,discoveredAttack
00H5n,8/5Rpk/3p3p/p1qPp3/P3n3/5N1P/1Q3PPK/2r5 b - - 0 35,e4f2 b2b7 c1h1 h2g3 f2e4 g3g4 e4f6 f7f6 c5b4 b7b4,2518,pin
0opSo,5r2/p2nk3/1pQN2p1/4q3/7p/4p2P/PPP3P1/1K1R4 b - - 0 30,e3e2 d6c8 f8c8 c6d7 e7f6 d1d6 e5d6 d7d6,2518,exposedKing
14A8U,8/6p1/2R5/r3KBkp/4P1p1/8/8/8 w - - 4 54,e5e6 g7g6 f5g4 h5g4,2519,trappedPiece
01zXk,6k1/5p2/4p1r1/2Q3P1/7P/8/r7/6K1 b - - 0 49,f7f6 c5c8 g8h7 c8b7 h7h8 b7b1,2520,exposedKing
0Hxew,8/5p2/6p1/8/7K/5P1P/1k6/8 b - - 0 46,b2c3 h4g5 c3d4 f3f4 d4e4 h3h4 e4f3 f4f5 f3g3 f5f6 g3h3 h4h5 g6h5 g5h5,2520,pawnEndgame
06vuB,r3nrk1/1pqbp1bp/p2p2p1/4n3/4P1P1/1NN1BP2/PPPQB3/R3K2R w KQ - 0 15,e3h6 e5f3 e2f3 g7c3 b2c3 f8f3,2522,fork pin
0HZj3,8/pb5k/1p3Ppp/2p3q1/2Bp4/P2P3Q/1PP1r1PP/5RK1 w - - 5 28,f1f2 g5c1 f2f1 c1e3 h3e3 e2g2,2522,deflection kingsideAttack
0sBdy,3r1rk1/ppqn1ppb/6Np/3B2bP/8/4P1N1/PP1Q2P1/R4RK1 b - - 2 21,c7g3 f1f7 h7g6 f7f3,2522,discoveredAttack
0bZsE,2rq1r1k/pb3ppB/1pn2b1p/4p1N1/3P3P/2P2N2/PPQ2PP1/R3K2R w KQ - 2 16,h7g8 e5e4 c2e4 f8e8 f3e5 h8g8,2523,fork pin
06rFK,5k2/8/3KP3/5P2/8/5n2/5P2/8 b - - 7 52,f8e8 f5f6 e8f8 f6f7 f3h4 e6e7 f8f7 d6d7,2524,advancedPawn defensiveMove exposedKing
1mUlv,2rr2k1/pp3ppp/2N1p3/8/1n2N3/8/PPPR1PPP/2K1R3 b - - 0 17,d8d2 c6b4 d2d4 a2a3,2525,hangingPiece
1M4Vb,rn1q1r2/pp3pp1/3b2k1/2p2bN1/3p4/5Q2/PPP2PPP/R1B1R1K1 b - - 5 14,b8c6 h2h4 d8d7 h4h5 g6h6 g5e6 h6h7 f3f5,2526,discoveredAttack
0F6at,8/8/7p/3k4/1K1Ppp2/4P3/1P5P/8 w - - 0 38,e3f4 e4e3 b4c3 d5e4 d4d5 e4f3 d5d6 e3e2 c3d2 f3f2,2528,advancedPawn defensiveMove pawnEndgame
0bhT5,r2q1rk1/1R5p/4Rpp1/p2n4/2Qp4/2P2P2/P5PP/6K1 b - - 0 26,d4c3 e6e7 d8e7 c4d5 e7f7 b7f7 f8f7 d5a8,2528,deflection pin
08xwJ,1n4r1/pN2kp1p/2p5/3pPp1Q/4q3/5P2/P6P/5R1K b - - 0 24,e4e2 h5h4 e7d7 e5e6 d7e6 f1e1,2529,pin
0Wg34,1rr1b1k1/2q4p/4pBp1/2PpPn1P/2nP1P2/2RQ1B2/1p2N2K/1R6 b - - 1 39,g6h5 f3d5 e6d5 d3f5 e8g6 c3g3,2530,deflection pin
052VG,2r3k1/pb2n1pp/1p2p1r1/4Ppq1/3P3P/1QP1pRB1/PP2B1PK/R7 b - - 0 25,g5g4 f3e3 b7f3 e3f3 f5f4 h2g1,2531,defensiveMove
1CLwQ,r7/PR6/1P4pk/1Kb2p1p/8/2B2p2/1P4PP/8 b - - 1 46,f3g2 h2h4 g2g1q c3g7 h6h7 g7d4,2532,discoveredAttack
3fwuV,1k6/1p1r2p1/P4bp1/1R6/1B1pp2r/2p4P/2P2PP1/R5K1 b - - 2 31,d4d3 b4d6 d7d6 a6b7 h4h8 a1a8 b8c7 a8h8 d6d8 h8d8,2532,skewer
0QU25,1k3r2/1pp1r2p/8/1n2Npp1/3P4/3R1P2/6PP/R5K1 b - - 3 32,b5d4 d3d4 e7e5 d4a4 b7b5 a4a8 b8b7 a8f8,2533,skewer
0Qlv0,6k1/6q1/p4p1Q/1p3P2/2bBp1r1/2P4R/P4K2/8 w - - 2 40,d4f6 g4g2 f2e3 g2e2 e3f4 e2f2,2533,exposedKing
0s9eK,r2qr1k1/4bppp/p3pn2/3pB3/1p1P4/2PB2RP/PP3PP1/R2Q2K1 b - - 1 16,b4c3 g3g7 g8g7 d1g4 g7f8 g4g5,2533,attraction kingsideAttack
0xV1B,2r3k1/pbR1r3/1p4p1/3qp1Qp/1B1pRn2/P2P4/1P3PPP/6K1 w - - 0 26,c7e7 c8c1 b4e1 c1e1 e4e1 f4h3 g1f1 h3g5,2533,kingsideAttack
0VRmh,8/8/p5p1/6K1/2pp4/3k4/PP1B4/8 w - - 4 47,d2e1 d3e2 e1a5 d4d3 g5g6 d3d2,2534,advancedPawn
0WzSy,3r1rk1/p1p2ppp/1bQ5/3Nq3/4p1b1/4B3/PPP2PPP/3R1RK1 w - - 4 19,d1d2 d8d6 c6c4 b6e3 d5e3 d6d2,2534,trappedPiece
0mTQu,5rk1/5ppp/3P2q1/1p2Q3/1Pr5/2N5/6PP/2KR1R2 w - - 1 33,e5e7 c4c3 c1d2 g6c2 d2e1 c3c4 d6d7 c4e4 e7e4 c2e4,2535,exposedKing hangingPiece
2Wqhl,5k2/4P2R/8/r4p2/8/p4pP1/4r2P/K3R3 b - - 0 38,f8e8 e1b1 a5a8 h7h8 e8e7 h8a8,2535,skewer
02Ht4,r1b2rk1/1pR3b1/3q2p1/1Q1Pp2p/4P2P/5p2/B4PP1/R4NK1 w - - 0 25,g2g3 d6c7 d5d6 a8a2 d6c7 a2a1,2536,hangingPiece
002e8,r3nrk1/1b3pp1/4pb2/p3q3/1p1N4/3B2R1/PPPQN2P/1K4R1 b - - 1 23,a8d8 d2h6 g7g6 g3h3,2537,defensiveMove pin
0EzQ2,5k1r/4bP2/p1n5/6p1/3qBnN1/P7/2p3QP/4RR1K w - - 3 39,g2f3 h8h3 f3f2 c2c1q f2d4 c1e1 d4h8 h3h8,2537,advancedPawn promotion
0YIfm,8/8/5K2/5P1k/1R5p/8/8/5r2 w - - 1 78,f6e6 h5g5 b4b8 f1e1,2537,rookEndgame
0jpa8,6k1/2q4p/1p1p2pb/1PnPp2n/2N1P1Q1/2N3P1/1B4KP/8 b - - 6 31,g8f7 g4c8 c7c8 c4d6 f7e7 d6c8,2537,attraction deflection
0n1pl,5r1k/8/1R2QRp1/7p/4P1q1/1p1r2P1/6KP/8 b - - 2 38,f8f6 b6b8 h8g7 e6g8 g7h6 g8h8,2538,exposedKing
0gzTa,8/2k5/P6R/8/8/r2K4/7p/8 w - - 2 64,d3e2 a3a1 h6h7 c7b8 h7h8 b8a7,2539,rookEndgame
01uWs,2kr3r/bpp2pp1/2pqbn2/P6p/1p2P3/2PP3P/2N1BPP1/R1BQK2R w KQ - 1 14,c2b4 f6e4 d3e4 d6c5 e1g1 d8d1,2540,discoveredAttack
0jDa5,2br1k2/p1p2ppQ/1pB1pb1p/8/3P4/5N2/1qPK1PPP/3R3R w - - 2 19,d1b1 f6g5 f3g5 d8d4 d2e1 b2b1,2540,deflection
0sbYk,8/p7/1p6/1P2kp2/P1Pp3p/3K1P1P/8/8 w - - 0 45,a4a5 b6a5 c4c5 e5d5 c5c6 d5d6 d3d4 a7a6 b5a6 d6c6 a6a7 c6b7 a7a8q b7a8,2540,deflection
3rKqI,1r1q3k/6pp/1b6/1Q6/1P2pPn1/P3p3/2PB2PP/R2N1RK1 w - - 0 25,b5e2 e3d2 g1h1 g4h2 g2g3 h2f1,2540,trappedPiece
09Uc0,8/1pR3pp/1P2p1k1/p2pP3/4q3/6PK/5Q1P/r7 b - - 6 33,h7h5 f2f7 g6g5 f7g7 e4g6 g7e7 g5f5 e7f8 f5e4 f8f4 e4d3 f4f3,2541,deflection
4XtNI,6k1/2R3p1/1p3p1p/1r1p4/pBbK1PP1/P6P/8/8 b - - 0 36,g8h7 c7c4 d5c4 d4c4 b5b4 c4b4 h7g6 b4a4,2541,trappedPiece
0TDKH,r2q1r1k/pb4b1/2n4p/1p2pB1Q/2p5/2P1B2P/PP4P1/R4RK1 b - - 2 23,c6e7 e3h6 f8f5 f1f5 e7f5 h6g5,2542,discoveredAttack kingsideAttack
1rBfX,rnb1k2r/5p1p/p1p1pQpB/1p2n3/2P1R3/8/P4PPP/q4BK1 b kq - 1 20,b8d7 f6h8 e8e7 e4e5 a1e5 h6f8 d7f8 h8e5,2542,hangingPiece
2L3y8,8/8/1p2pk2/1P1p3p/p2n1K2/P1N2P1P/8/8 w - - 0 47,c3a4 d4f5 h3h4 e6e5,2542,mateIn2
01BBu,2r5/3R4/2P2p2/1P3P2/7k/6pp/1K6/8 w - - 2 48,d7h7 h4g4 c6c7 c8c7 h7c7 h3h2 b5b6 h2h1q,2544,advancedPawn promotion rookEndgame
0NFLE,4Q3/4Bnk1/8/2P1q1p1/3p1pP1/4pP2/8/5K2 b - - 2 57,d4d3 e8f8 g7g6 f8g8 e5g7 g8g7 g6g7 c5c6 e3e2 f1f2,2544,exposedKing
1kA33,8/3q4/2p1p3/1pPpQ1P1/1P1PpPk1/4K3/8/8 b - - 4 38,g4g3 f4f5 g3g4 f5e6 d7a7 e5f4,2544,discoveredAttack
2uRcJ,rn3rk1/2p2ppp/1p2p3/8/p2P1R1q/P1PQ4/1P2N2P/1K1R4 b - - 3 20,h4h2 d3f3 a8a5 d1h1 h2h1 f3h1,2544,trappedPiece
0S80C,5rk1/3P1p1p/5Rp1/1p1B4/8/3n1PK1/8/8 b - - 0 49,d3b4 d5f7 g8g7 f7e8 f8f6 d7d8q,2545,advancedPawn promotion
1SBgQ,r1bqk2r/pp3ppp/2nb1n2/3p4/2pPp3/2P1P3/PPBNQPPP/R1B1NRK1 b kq - 1 10,d6h2 g1h2 f6g4 h2g1 d8h4 e1f3 e4f3 d2f3,2545,hangingPiece
zyFb7,5rk1/3nQRp1/4n3/p2pP3/1p4P1/7r/5RKP/4q3 b - - 4 38,h3h7 f7f8 e6f8 e7f7 g8h8 f7f8 d7f8 f2f8,2546,backRankMate
09NOE,8/4p2p/3k2p1/p7/1pK5/1P4PP/P1P5/8 w - - 0 37,c4b5 d6d5 b5a5 d5c5,2547,defensiveMove pawnEndgame
0oXzZ,3r4/ppp2k2/2P5/4p1n1/P5p1/3P1qP1/2Q2P2/R5KR w - - 3 31,c6b7 g5h3 h1h3 g4h3 c2c4 f7g7 c4e4 h3h2 g1h2 d8h8,2548,attraction
0YGMa,2r3k1/5p2/PQBqp1pb/7p/8/4P2P/6P1/2R3K1 b - - 0 29,h6e3 b6e3 c8c6 c1c6 d6c6 a6a7 h5h4 e3a3,2549,hangingPiece
3FmFw,r7/pp4k1/3p2p1/2pPn3/2P2rP1/q2B4/P1Q5/1K1R3R b - - 3 23,e5d3 d1d3 a3b4 d3b3 b4c4 b3b7 g7f6 g4g5 f6e5 b7e7 e5d5 c2g2 f4e4 h1d1 d5c6 g2e4 c4e4 e7e4,2550,skewer
04ktP,8/R7/2k1K3/3p4/P2P4/1rp5/8/8 w - - 0 57,a7a6 b3b6 a6a5 c6c7,2551,defensiveMove discoveredAttack rookEndgame
0UHgS,2R5/5pk1/6pp/Q3pq2/8/p2P3P/2p3PK/4R3 w - - 1 41,e1e5 f5c8 e5c5 c8b8 a5c7 b8c7 c5c7 a3a2 c7c2 a2a1q,2551,advancedPawn hangingPiece promotion
05pky,8/8/8/N1p1p3/5k2/5p2/8/5K2 w - - 0 57,a5c4 f4e4 f1f2 e4d4 c4d2 e5e4 d2b3 d4c4,2552,defensiveMove
0zRhL,r1b5/6R1/2p4p/4Rk2/1p1B4/1q6/1p3PPP/6K1 b - - 2 39,f5f6 e5e3 f6f5 g2g4 f5f4 d4e5,2552,discoveredAttack exposedKing
2Bqxv,r6k/pp4pp/3p1q2/4p1b1/1nB1Q3/2N5/PPP1N2P/R2KRr2 w - - 7 20,c4d3 b4d3 c2d3 f6f2 e1f1 f2f1 d1c2 f1a1,2552,skewer
0YKFI,4r1k1/1p2P2p/p1p2Q2/2P2R2/Pr4q1/6P1/6BP/7K b - - 0 30,g4g7 g2d5 c6d5 f5g5 g7g5 f6g5,2553,pin
2lCT9,N2k4/pp3pp1/7p/2p5/2Bn1b2/3P1P1P/PqP1rPK1/2RQ3R w - - 3 18,h1e1 e2d2 e1e4 d2d1,2553,trappedPiece
0gBV7,6k1/4qp1p/4p1pP/1P1pP3/3P2P1/1R2PQ2/6K1/r7 w - - 3 36,b5b6 e7h4 b3b2 a1h1 f3g3 h1g1 g2g1 h4g3,2555,attraction deflection exposedKing
0weLO,8/R2k2rQ/8/3pPr2/1PpP1Pq1/2P5/7P/7K b - - 0 42,d7c6 h7h6 g7g6 h6g6 g4g6 a7a6 c6b5 a6g6,2555,skewer
0Y28B,R3Q3/8/1p1p1rk1/4p2p/4Ppq1/1P1P4/1PP3pP/6K1 b - - 1 29,g6h6 e8h8 h6g5 h8g7 g5h4 g7f6 h4h3 f6f5,2556,deflection fork
4zfJy,8/5Q2/p7/4P1p1/8/5P1P/4qkPK/8 w - - 1 42,e5e6 f2f1 h2g3 e2g2,2557,mateIn2
01icD,r4rk1/2p1q1p1/p7/Q2Rp2b/7P/2N1P1B1/PP3P2/2K5 b - - 1 24,a8d8 d5e5 e7d7 e5d5,2558,fork
12N2V,5r2/2ppk1pp/5p2/2Ppq3/p7/P5P1/1Q3P1P/R4BK1 w - - 0 24,b2b4 e5a1 c5c6 e7f7,2558,hangingPiece
1MEo0,3r1rk1/1p1q3p/pP1PR1p1/P1pQ2b1/2N2p2/2P3pP/6K1/4R3 b - - 1 31,g8h8 d5g5 f4f3 g2g3 f3f2 g5e5,2558,hangingPiece
3cCUi,8/8/8/4B1k1/1P2P1bp/5p1r/2P5/5BK1 b - - 3 47,h3g3 g1h2 g3g2 f1g2 f3g2 h2g2,2558,trappedPiece
SLj5q,3r2k1/p5pp/1p6/n1b1pN2/K3B3/2P5/PP1q2PP/3R1R2 b - - 1 24,d2b2 f5e7 c5e7 d1d8 e7d8 e4d5 g8h8 f1f8,2558,backRankMate
02eak,3Q4/1N4pk/p2P3p/1b3p2/3q4/P6P/2P2KP1/4R3 w - - 0 37,e1e3 d4d2 f2f3 b5c6 f3f4 d2d4,2559,fork
02sYm,8/8/4pk1p/ppr2pp1/3R4/P1P2PP1/1P2K2P/8 b - - 0 35,c5d5 d4d5 e6d5 e2e3 f6e5 f3f4,2559,rookEndgame
0Cfvp,r3kb1r/pp1n1ppp/4p3/1Q1pqP2/8/2N1B3/PPP3PP/R4RK1 w kq - 4 14,f5e6 e5e3 g1h1 f7e6 c3d5 e3c5 b5c5 f8c5,2559,hangingPiece
0GK2k,r1b5/1p6/2p1pP1k/p3K3/3P4/P7/5P2/3r1BR1 b - - 5 34,b7b5 f6f7 c8a6 e5f6 d1f1 g1f1,2559,advancedPawn
0wWKR,r7/pp3Nk1/2p2p1P/4nP2/2B5/8/P1P2P2/4K3 b - - 0 22,g7f8 f7e5 a8e8 c4e6 f6e5 f5f6 e8e6 h6h7 e6f6 h7h8q,2559,promotion
3xqwE,3r4/2R4p/1pP3pk/p7/P7/4PqPn/2Q2P1P/4RK2 w - - 5 36,c7d7 d8f8 d7d2 h3f2 d2f2 f3h1 f1e2 f8f2 e2f2 h1h2 f2f3 h2c2,2559,skewer
1DPt6,4Q3/5ppk/4p1bp/3p4/2p2P2/5B1P/P5PK/1r6 w - - 7 34,a2a4 c4c3 f4f5 c3c2 f5g6 f7g6 e8e6 c2c1q,2560,promotion
05SOm,6rk/3b1prp/p2p1Q2/2pPp3/3qP1P1/5B1P/5PK1/R6R w - - 3 26,f6d6 d7g4 h3g4 g7g4 f3g4 d4e4 g2f1 e4h1 f1e2 h1e4,2561,deflection fork pin skewer
0Wk5a,8/8/5p1p/8/2P4k/p3K3/P7/8 b - - 0 65,h4g4 e3d4 g4f5 d4d5 f5g6 c4c5 g6f7 d5d6,2561,pawnEndgame
0a2YZ,4q1k1/5r1R/p5n1/2PQ2P1/1P6/P3pp2/2P2K1R/8 w - - 0 45,f2g3 e3e2 d5f7 e8f7 h7f7 e2e1q,2561,promotion
2TA4a,3r4/p1k5/6pp/3B4/5q2/1R6/1P4PP/3R3K b - - 0 33,f4f5 b3b7 c7d6 d5f3 d6e6 d1d8,2561,skewer
0June,8/2p5/1pk5/5p1p/1PpP1K1P/2P5/8/8 b - - 3 37,c6d5 f4f5 c7c6 f5f4 d5e6 f4g5,2562,pawnEndgame
0QmOE,2r3k1/8/1P6/4p1p1/P2p1p2/8/K7/3R4 b - - 0 44,e5e4 b6b7 c8b8 d1b1 f4f3 a4a5 b8b7 b1b7 f3f2 b7b1 e4e3 a5a6 g8g7 a6a7,2562,advancedPawn rookEndgame
00Kip,8/6pp/8/3k4/2p2PPP/2K5/8/8 w - - 1 50,f4f5 d5e5 h4h5 h7h6 g4g5 h6g5,2563,pawnEndgame
0uer0,r2r2k1/1b3p1p/pp3p1B/4N3/2B5/1P6/q1P3PP/3R1R1K b - - 0 24,f6e5 d1d8 a8d8 f1f7 d8d1 f7f1 g8h8 f1d1 b7g2 h1g1,2563,discoveredAttack
0WTB1,4Q3/8/1p3pk1/p1pPp2p/P1P4q/2P2P2/6P1/6K1 b - - 3 42,g6f5 e8h5 h4h5 g2g4 h5g4 f3g4,2564,fork
0FRQv,2kr2r1/pp1n1p1p/8/2P1pB1b/Q1Pp3q/5P2/P5PP/R1B2RK1 w - - 1 18,a4a7 g8g2 g1g2 d8g8 c1g5 h4g5 f5g4 h5g4,2565,attraction fork
09L17,8/8/1p1P1k2/p4P1p/1P2K3/8/8/8 b - - 0 55,a5b4 e4d5 b4b3 d6d7 f6e7 d5c6 b3b2 f5f6 e7f7 d7d8q b2b1q d8e7 f7g6 e7g7 g6f5 g7h7 f5f6 h7b1,2566,advancedPawn deflection exposedKing pawnEndgame promotion skewer
0YqLF,8/3k2p1/7p/pp2KP2/3P2PP/1P6/5P2/8 w - - 0 43,g4g5 a5a4 b3a4 b5a4 e5e4 a4a3 f5f6 d7e8 f6g7 e8f7,2566,pawnEndgame
0SUnj,r4rk1/p1p1qpp1/1b2bn1p/3pp3/8/P1NPBN1P/1PP1QPP1/R4RK1 w - - 0 14,f3e5 d5d4 e5c6 e7d7 c6d4 b6d4 e3d4 d7d4,2567,fork
0TxRn,2rk1r2/pp2p2R/5nB1/3p4/5Q2/5P2/PPP2q2/2KR4 w - - 1 24,h7e7 d8e7 f4e5 e7d8 d1d5 f6d7 e5g5 d8c7,2567,hangingPiece
2Ozot,3Q4/2K5/5p1p/3k2p1/8/5P1P/8/q7 b - - 1 57,d5e6 d8e8 e6d5 e8c6 d5d4 c6f6 d4e3 f6a1,2567,skewer
0Mpyu,r4rk1/pp3p1p/1q2ppn1/3p3N/3P4/2P5/PP4PP/R1BQ2K1 b - - 3 17,f6f5 h5f6 g8g7 d1h5 f5f4 c1f4 g6f4 h5g5,2568,kingsideAttack
1ehSV,8/P7/R7/2q5/6p1/4k3/6KP/8 b - - 3 62,c5b5 a6e6 e3d3 a7a8q,2568,promotion
3ESEg,5b2/p6p/4KP2/2p1B3/2k5/8/8/8 b - - 1 48,a7a5 e5f4 c4d4 e6f7 a5a4 f7f8,2568,trappedPiece
03q1Y,r1b1kb1r/pp1ppppp/1qn2n2/8/3P1B2/5N2/PPPN1PPP/R2QKB1R b KQkq - 6 6,b6b2 d2c4 b2b4 c2c3 b4c3 f4d2,2570,defensiveMove
